ADM3_NAME,CODE_NEW,ADM1_NAME_max,ADM2_NAME_max,composite_score,dependency_rate,unemployment_rate,dependency_rate_join_key,unemployment_rate_join_key,CODE_max,CODE_min,MOHAFAZA_1_max,coping10_pred,coping11_pred,coping12_pred,coping14_pred,coping1_pred,coping2_pred,coping3_pred,coping4_pred,coping5_pred,coping6_pred,coping7_pred,coping8_pred,coping97_pred,coping98_pred,coping99_pred,coping9_pred
MaksT,403025,Bekaa,Zahle,0.178290234,60.3,11.4,ADM1_NAME_max,ADM2_NAME_max,4,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Massa,403026,Bekaa,Zahle,0.063561317,60.3,11.4,ADM1_NAME_max,ADM2_NAME_max,4,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Massa,403026,Bekaa,Zahle,0.063561317,60.3,11.4,ADM1_NAME_max,ADM2_NAME_max,4,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Mazraat Er-RemtaniyT,403027,Mount Lebanon,Zahle,0.078140339,53,11.4,ADM1_NAME_max,ADM2_NAME_max,5,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Mzaraat ZahlT,403029,Bekaa,Zahle,0.057893475,60.3,11.4,ADM1_NAME_max,ADM2_NAME_max,4,4,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Nasriyet Rizk,403032,Bekaa,Zahle,0.119016883,60.3,11.4,ADM1_NAME_max,ADM2_NAME_max,4,2,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Niha ZahlT,403034,Bekaa,Zahle,0.11497733,60.3,11.4,ADM1_NAME_max,ADM2_NAME_max,4,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Niha ZahlT,403034,Bekaa,Zahle,0.11497733,60.3,11.4,ADM1_NAME_max,ADM2_NAME_max,4,2,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Niha ZahlT,403034,Bekaa,Zahle,0.11497733,60.3,11.4,ADM1_NAME_max,ADM2_NAME_max,4,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Ouadi Ed-Delm,403035,Bekaa,Zahle,0.083092871,60.3,11.4,ADM1_NAME_max,ADM2_NAME_max,4,4,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Qaa Er-Rim,403037,Bekaa,Zahle,0.075374149,60.3,11.4,ADM1_NAME_max,ADM2_NAME_max,4,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Qabb Elias,403038,Bekaa,Zahle,0.04565396,60.3,11.4,ADM1_NAME_max,ADM2_NAME_max,4,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Qabb Elias,403038,Bekaa,Zahle,0.04565396,60.3,11.4,ADM1_NAME_max,ADM2_NAME_max,4,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Qabb Elias,403038,Bekaa,Zahle,0.04565396,60.3,11.4,ADM1_NAME_max,ADM2_NAME_max,4,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Qabb Elias,403038,Bekaa,Zahle,0.04565396,60.3,11.4,ADM1_NAME_max,ADM2_NAME_max,4,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Qoussaya,403039,Bekaa,Zahle,0.093605222,60.3,11.4,ADM1_NAME_max,ADM2_NAME_max,4,4,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Riyaq,403041,Bekaa,Zahle,0.043963119,60.3,11.4,ADM1_NAME_max,ADM2_NAME_max,4,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Taanayel,403044,Bekaa,Zahle,0.067463877,60.3,11.4,ADM1_NAME_max,ADM2_NAME_max,4,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Touaite ZahlT,403048,Bekaa,Zahle,0.102895936,60.3,11.4,ADM1_NAME_max,ADM2_NAME_max,4,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Touaite ZahlT,403048,Bekaa,Zahle,0.102895936,60.3,11.4,ADM1_NAME_max,ADM2_NAME_max,4,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Touaite ZahlT,403048,Bekaa,Zahle,0.102895936,60.3,11.4,ADM1_NAME_max,ADM2_NAME_max,4,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Terbol ZahlT,403048,Bekaa,Zahle,0.079096957,60.3,11.4,ADM1_NAME_max,ADM2_NAME_max,4,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ZahlT Aradi,403050,Bekaa,Zahle,0.194262322,60.3,11.4,ADM1_NAME_max,ADM2_NAME_max,4,4,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ZahlT Aradi,403050,Bekaa,Zahle,0.194262322,60.3,11.4,ADM1_NAME_max,ADM2_NAME_max,4,4,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ZahlT Aradi,403050,Bekaa,Zahle,0.194262322,60.3,11.4,ADM1_NAME_max,ADM2_NAME_max,4,4,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ZahlT Aradi,403050,Bekaa,Zahle,0.194262322,60.3,11.4,ADM1_NAME_max,ADM2_NAME_max,4,4,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ZahlT Aradi,403050,Bekaa,Zahle,0.194262322,60.3,11.4,ADM1_NAME_max,ADM2_NAME_max,4,4,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ZahlT Aradi,403050,Bekaa,Zahle,0.194262322,60.3,11.4,ADM1_NAME_max,ADM2_NAME_max,4,4,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ZahlT Aradi,403050,Bekaa,Zahle,0.194262322,60.3,11.4,ADM1_NAME_max,ADM2_NAME_max,4,4,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ZahlT El-Berbara,403051,Bekaa,Zahle,0.163644212,60.3,11.4,ADM1_NAME_max,ADM2_NAME_max,4,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ZahlT El-Midane,403053,Bekaa,Zahle,0.173346071,60.3,11.4,ADM1_NAME_max,ADM2_NAME_max,4,4,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ZahlT Haouch El-Oumara Aradi,403057,Bekaa,Zahle,0.087818493,60.3,11.4,ADM1_NAME_max,ADM2_NAME_max,4,4,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ZahlT Haouch El-Oumara Aradi,403057,Bekaa,Zahle,0.087818493,60.3,11.4,ADM1_NAME_max,ADM2_NAME_max,4,4,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ZahlT Maallaqa Aradi,403059,Bekaa,Zahle,0.187394731,60.3,11.4,ADM1_NAME_max,ADM2_NAME_max,4,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ZahlT Maallaqa Aradi,403059,Bekaa,Zahle,0.187394731,60.3,11.4,ADM1_NAME_max,ADM2_NAME_max,4,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ZahlT Maallaqa Aradi,403059,Bekaa,Zahle,0.187394731,60.3,11.4,ADM1_NAME_max,ADM2_NAME_max,4,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ZahlT Maallaqa Aradi,403059,Bekaa,Zahle,0.187394731,60.3,11.4,ADM1_NAME_max,ADM2_NAME_max,4,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ZahlT Maallaqa Aradi,403059,Bekaa,Zahle,0.187394731,60.3,11.4,ADM1_NAME_max,ADM2_NAME_max,4,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Aain Aanoub,501002,Mount Lebanon,Aley,0.067073628,53,13,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Aain Dara,501003,Mount Lebanon,Chouf,0.087556131,53,12.4,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Aain Dara,501003,Mount Lebanon,Zahle,0.087556131,53,11.4,ADM1_NAME_max,ADM2_NAME_max,5,4,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Aaley,501010,Mount Lebanon,Aley,0.106060131,53,13,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Aaley,501010,Mount Lebanon,Aley,0.106060131,53,13,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Aaley,501010,Mount Lebanon,Aley,0.106060131,53,13,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Aaley,501010,Mount Lebanon,Aley,0.106060131,53,13,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Aaley,501010,Mount Lebanon,Aley,0.106060131,53,13,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Aaley Bsatine,501011,Mount Lebanon,Aley,0.045955939,53,13,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Aaramoun Aaley,501012,Mount Lebanon,Aley,0.05119087,53,13,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Aaramoun Aaley,501012,Mount Lebanon,Aley,0.05119087,53,13,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Aaytat,501014,Mount Lebanon,Aley,0.067138126,53,13,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bayssour Aaley,501017,Mount Lebanon,Aley,0.053904429,53,13,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bayssour Aaley,501017,Mount Lebanon,Aley,0.053904429,53,13,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bayssour Aaley,501017,Mount Lebanon,Aley,0.053904429,53,13,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bayssour Aaley,501017,Mount Lebanon,Aley,0.053904429,53,13,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bchamoun,501018,Mount Lebanon,Aley,0.066511405,53,13,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bchamoun,501018,Mount Lebanon,Aley,0.066511405,53,13,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bdadoun,501019,Mount Lebanon,Aley,0.061186979,53,13,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bhamdoun Ed-Dayaa,501023,Mount Lebanon,Aley,0.07315903,53,13,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bhamdoun Ed-Dayaa,501023,Mount Lebanon,Aley,0.07315903,53,13,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bhamdoun El-Mhatta,501024,Mount Lebanon,Aley,0.080494743,53,13,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bhamdoun El-Mhatta,501024,Mount Lebanon,Aley,0.080494743,53,13,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bkhichtay,501026,Mount Lebanon,Aley,0.045736257,53,13,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bmahray,501028,Mount Lebanon,Chouf,0.06937906,53,12.4,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Bmahray,501028,Mount Lebanon,Aley,0.06937906,53,13,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Bou ZridT,501030,Mount Lebanon,Aley,0.057521128,53,13,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bserrine,501031,Mount Lebanon,Chouf,0.030021839,53,12.4,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Btalloun,501033,Mount Lebanon,Aley,0.044831982,53,13,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Btalloun,501033,Mount Lebanon,Aley,0.044831982,53,13,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Btater,501034,Mount Lebanon,Aley,0.043892835,53,13,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Btater,501034,Mount Lebanon,Aley,0.043892835,53,13,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Btater,501034,Mount Lebanon,Aley,0.043892835,53,13,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Btater,501034,Mount Lebanon,Aley,0.043892835,53,13,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Charoun,501036,Mount Lebanon,Aley,0.073392925,53,13,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Charoun,501036,Mount Lebanon,Chouf,0.073392925,53,12.4,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Chartoun,501037,Mount Lebanon,Aley,0.044845588,53,13,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Chartoun,501037,Mount Lebanon,Aley,0.044845588,53,13,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Choueifat El-Oumara,501040,Mount Lebanon,Chouf,0.137383514,53,12.4,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Choueifat El-Oumara,501040,Mount Lebanon,Aley,0.137383514,53,13,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Choueifat El-Oumara,501040,Mount Lebanon,Baabda,0.137383514,53,11.6,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Choueifat El-QuoubbT,501041,Mount Lebanon,Chouf,0.141955069,53,12.4,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Choueifat El-QuoubbT,501041,Mount Lebanon,Aley,0.141955069,53,13,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Daqqoun,501042,Mount Lebanon,Aley,0.048883566,53,13,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Daqqoun,501042,Mount Lebanon,Aley,0.048883566,53,13,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ghaboune,501046,Mount Lebanon,Aley,0.056246653,53,13,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ghaboune,501046,Mount Lebanon,Aley,0.056246653,53,13,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Houmal,501049,Mount Lebanon,Aley,0.065684731,53,13,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Jisr El Qadi,501051,Mount Lebanon,Chouf,0.049952869,53,12.4,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Jisr El Qadi,501051,Mount Lebanon,Chouf,0.049952869,53,12.4,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Jisr El Qadi,501051,Mount Lebanon,Aley,0.049952869,53,13,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Jisr El Qadi,501051,Mount Lebanon,Chouf,0.049952869,53,12.4,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KahhalT,501052,Mount Lebanon,Baabda,0.064227592,53,11.6,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Kfar Matta,501055,Mount Lebanon,Chouf,0.048749476,53,12.4,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Kfar Matta,501055,Mount Lebanon,Chouf,0.048749476,53,12.4,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Majdel Baana,501057,Mount Lebanon,Aley,0.068200699,53,13,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Majdel Baana,501057,Mount Lebanon,Aley,0.068200699,53,13,ADM1_NAME_max,ADM2_NAME_max,5,5,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
